,airline_sentiment,text
2570,negative,@SouthwestAir do you do auto callbacks so I don't have to wait on hold?
3080,negative,@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!
3490,negative,@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag ....
2767,negative,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican
2129,positive,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)"
6563,neutral,@SouthwestAir #promotion fly 3 roundtrip #flights to and from #ATL between 2/15 and 5/17 and get a companion pass for the year #travel
6529,neutral,@JetBlue is that supposed to change in the near future?
2925,negative,@USAirways my flight is Cancelled Flightled and you guys aren't Answering the phones what do I do ?
839,positive,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!
6750,neutral,@united or us air: http://t.co/Eis9hcNPrO
5232,neutral,@SouthwestAir give me tickets to the atlanta show and I'll roadtrip from Canada!! Deal? 😆
4826,neutral,@USAirways @VincesViews  there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy
4530,negative,@AmericanAir @sarahzou translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.
93,positive,@SouthwestAir yes please
3228,negative,"@SouthwestAir Repeating this is policy is basically repeating ""Fuck you"" to your customers. I'll be shopping for a new airline ASAP"
5988,neutral,@united hey I left my favorite blanket on the plane bring it back home to me:-(
4547,negative,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed"
3127,negative,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.
2864,negative,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!"
6519,neutral,@SouthwestAir will do! #heart #flying
2467,negative,@USAirways is the worst airline to ever travel with.
5495,neutral,@SouthwestAir @CourtSnod hopefully Nashville is open. I want to come home today
2837,negative,@usairways #usairways #unacceptable #holdtime REALLY?! http://t.co/UPp41AbxrQ
594,positive,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?
1614,positive,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763
1859,positive,@JetBlue I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!
4575,negative,@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?
2924,negative,@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve
6300,neutral,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
1112,positive,@USAirways i got through and am able to switch my flight with no charge. Thank you
1688,positive,"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!"
4151,negative,@JetBlue how much longer to JFK open's I am a diabetic and I need sugar plane don't have nothing
4933,neutral,@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E
4477,negative,@AmericanAir Thanks for your canned response that makes it look like you care about your customers. I'm sure all Twitter users fall for it..
4682,negative,"@united ... I want my bag off flight 1142, what do I do now?"
3963,negative,@USAirways over an hour now and still no one at the Yuma counter
4828,neutral,@SouthwestAir any deals to orlando in April/may??
5342,neutral,@USAirways need seat assignments for one leg of family's return flight - can you please help via Twitter PM?
547,positive,@SouthwestAir Thank you for taking good care of people with ALS! http://t.co/m1yyWAFkFI @KevinSwan_ @ALSTDI @A_Life_Story_
2175,positive,@USAirways how about a drink voucher for the next flight?? #winkwink
6153,neutral,@united Lisa J is amazing the guy not so much.
4554,negative,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD
488,positive,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.
6906,neutral,@SouthwestAir quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?
3025,negative,@USAirways you can send my luggage to my house👋
820,positive,@united Bag was finally delivered and intact. Thanks for your assistance.
1982,positive,Happy #TT to my friends @AmericanAir . Hope the weather isn't causing you too many headaches.
4083,negative,thanks to @USAirways my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet
3391,negative,"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United"""
971,positive,"@SouthwestAir Yes, please."
3182,negative,@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?
1912,positive,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
195,positive,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗
2882,negative,"@AmericanAir Was put on hold for 5.5 hrs then got a call back at 11:20 pm, only to wait on hold for another hour."
1361,positive,@SouthwestAir great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.
433,positive,@united You're welcome.
445,positive,Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”
3984,negative,"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details."
4948,neutral,@AmericanAir 48 hours and still no bag. Could have flown to Costa Rica and back by now. I had gifts for my family in my bags.
5930,neutral,"@united Okay, thank you both."
5128,neutral,@USAirways we got our bags today. Thanks!
3572,negative,@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr.
5766,neutral,"@AmericanAir Uhmmm we need @JColeNC down in Dallas,Tx for his tour 😫😫😫"
4557,negative,@SouthwestAir please please please answer the phone. . .
3637,negative,@SouthwestAir Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO
2246,positive,"“@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks"
2536,negative,@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!
2728,negative,@USAirways can I get free wifi since the flight 1808 was Cancelled Flightled?
1465,positive,“@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !
1456,positive,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
5973,neutral,@SouthwestAir any word when the customer relations department will open back up?
4914,neutral,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap
5473,neutral,@USAirways Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now.
4871,neutral,@JetBlue now out of A gates and into main terminal @ DCA. @NATCA members keeping watch from ATCT. #avgeek http://t.co/hPsiEaokwh
2515,negative,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.
1004,positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
2045,positive,@JetBlue thanks!! Great service in #T5 already! #lovejetBlue
2434,negative,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight."
2153,positive,@SouthwestAir I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;)
3274,negative,@united &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. Of no use whatsoever. #unitedairline
728,positive,"@SouthwestAir woohoo that just made my day. I looked and just couldn't find that, thank you!"
3144,negative,"Sorry for unfollowing, @JetBlue"
2600,negative,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!
3905,negative,@AmericanAir @AmericanAir how do you expect to do that?
1511,positive,@united sent you my confirmation via DM. Thank you very much
4931,neutral,@USAirways Do you have a phone Nbr for Refund Dept ?
1332,positive,@JetBlue thank you very very much!! 💙💙
2769,negative,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ
3476,negative,@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!
6144,neutral,@AmericanAir boom. http://t.co/PzGc6Jch7n
6127,neutral,@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!
5153,neutral,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
2014,positive,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?
3804,negative,@americanair line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl
4000,negative,@AmericanAir hi there flight from Dallas just Cancelled Flightled going to LA. Can u pls help rebook me?
